ham	Che, ¿sabes si la PUCP tiene convenio con el BCP para préstamos estudiantiles?
ham	Flaco, ¿viste el partido anoche? Qué golazo metió Guerrero, loco.
ham	Ya saqué cita en EsSalud para el jueves. Tengo que ir en ayunas.
spam	BBVA: Detectamos actividad sospechosa. Confirma tu clave en: bbva-alerta.net para evitar el bloqueo.
ham	Hay desvío en la Av. Arequipa por las obras del metro. Toma otra ruta.
spam	sunat: tienes una deuda pendiente de s/890. evita multas ingresando a: sunat-deuda.net/pagar
ham	Mañana hay huelga de transportes, mejor sal temprano o busca otra ruta.
spam	Gana S/50 por encuesta completada. Sin horario fijo. Trabaja cuando quieras. Regístrate: encuestas-peru.com
spam	¡FELICITACIONES !! Has sido seleccionado para ganar soles 5000. Llama AHORA al 987654321 para reclamar tu premio. Válido 24 horas.
spam	Vendo cuentas de Netflix, Disney+ y Spotify premium a S/5/mes. WhatsApp: 987112233. ¡Oferta!
spam	CRÉDITO INMEDIATO aprobado para ti. soles 1,000 en tu cuenta en 30 minutos. Solo necesitas tu DNI. Escríbenos ya.
ham	Hijita, ya estoy llegando a casa. ¿Quieres que compre algo en el camino?
ham	Jefa, voy a llegar 15 minutos tarde, el tráfico en la Javier Prado está fatal.
ham	Ya pues, cuando puedas no hay apuro.
ham	Mañana es el último día para registrarse en el seminario. Pasa la voz. Saludos.
ham	Por favor envíen el informe antes del jueves. El cliente lo necesita ese día.
spam	Préstamos hasta S/5,000 SIN AVAL ni fiador. Depósito en 15 minutos. WhatsApp: 998877665. Cualquier historial crediticio.
spam	eres el ganador del sorteo de navidad. premio: s/10,000 en efectivo. confirma tu número enviando sí al 987001122.
spam	Gana S/50 por encuesta completada. Sin horario fijo. Trabaja cuando quieras. Regístrate: encuestas-peru.com Responde YA.
spam	Tu número ganó en el sorteo de Tottus. Recoge tu vale de S/500 presentando este mensaje en cualquier tienda.
spam	SUNAT: Tienes una deuda pendiente de S/890. Evita multas ingresando a: sunat-deuda.net/pagar
ham	¿Ya subiste tu parte del trabajo grupal al drive? Necesito revisarlo hoy. Saludos.
spam	Crema blanqueadora 100% natural. Resultados en 3 días. Delivery a todo el Perú. Pedidos: 956334411
ham	La tienda de Ripley tiene 12 cuotas sin intereses. Por si quieres aprovechar.
ham	La profesora canceló la clase de mañana. Avisa al resto del salón.
ham	Okey, confirmo para las 7pm.
ham	Gracias, ya lo vi. Todo bien por aquí.
spam	¡URGENTE !! Tienes un paquete retenido en aduanas. Paga soles 15 de liberación aquí: aduana-peru.tk/liberar
ham	Ya pedí el Rappi, llega en 30 minutos. ¿Quieres que te pida algo también?
ham	La UNI abrió inscripciones para el preuniversitario. Avísale a tu primo.
spam	URGENTE: Scotiabank: Tu tarjeta fue usada en Bogotá. Si no fuiste tú, cancela en: scotiabank-fraude.tk ahora.
ham	¿Tu mecánico es bueno? El mío me cobró carísimo el cambio de aceite.
ham	Che, ¿sabes si la PUCP tiene convenio con el BCP para préstamos estudiantiles? Saludos.
ham	Ya entendí, gracias por explicarme.
spam	Aumenta tu talla naturalmente. Producto importado USA. Sin cirugía. Resultados en 30 días. Info: 987223344
spam	URGENTE: Se necesita personal para trabajar desde casa. Pago diario S/80-200. WhatsApp: 956778899
ham	¿Cuál es la dirección exacta? No encuentro el lugar en el mapa. Saludos.
spam	Tu número ganó en el sorteo de Tottus. Recoge tu vale de S/500 presentando este mensaje en cualquier tienda. Responde YA.
ham	¿Dónde quieres reunirnos para estudiar? Puedo ir a la biblioteca de la uni. Saludos.
spam	¿Necesitas dinero urgente? Te prestamos soles 200 a soles 3,000 hoy mismo. Sin burocracia. Llama: 956443322
spam	URGENTE: ¡Gana dinero apostando al fútbol! Copa Libertadores esta noche. Cuotas increíbles. Regístrate gratis.
spam	Casino online con S/50 gratis sin depósito. Juega tragamonedas y gana premios reales. casino-pe.com
ham	¿Vamos al cine el viernes? Están pasando la nueva de Marvel en Cineplanet.
ham	Mi Yape no funciona bien, te mando por Plin mejor. Dame tu número.
spam	Financiera Sol: Préstamos rápidos sin consultar Infocorp. Tasas bajas. Contáctanos: 945123789
ham	Subió el precio del dólar a S/3.85. Mejor cambia tu plata ahora si puedes.
spam	Trabajo de digitador/a desde casa. S/3 por formulario llenado. Sin límite de formularios. Únete hoy.
ham	¿Tienes el número de RUC de la empresa? Lo necesito para la factura.
ham	Un momento, ahorita te respondo.
spam	Plin detectó un intento de robo en tu cuenta. Confirma tu identidad: plin-verificacion.net/confirmar
ham	Bro, presta tu apunte de historia, mañana es el examen y no fui a clases.
ham	¿Puedes traer pan cuando vayas al mercado? Y si hay, también trae chicha morada.
ham	Me recetaron amoxicilina 500mg cada 8 horas. ¿Tú sabes dónde está más barato?
ham	Mi mamá hizo caldo de gallina, ven a comer si quieres, hay bastante.
spam	¡FELICITACIONES! Has sido seleccionado para ganar S/5000. Llama AHORA al 987654321 para reclamar tu premio. Válido 24 horas.
ham	¿Cuánto cobra el gasista para instalar un balón nuevo? El mío se acabó.
ham	Mi Yape no funciona bien, te mando por Plin mejor. Dame tu número. Saludos.
ham	Ya llegué al paradero, espérame 5 minutos que estoy bajando del micro.
ham	Recuerda entregar el contrato firmado antes del mediodía. Gracias. Saludos.
ham	Papá, ¿puedes recoger a mi hermana del colegio? Yo salgo tarde del trabajo.
spam	Tenemos S/3,500 esperándote. Crédito aprobado en 10 minutos. WhatsApp al 987334455. ¡Sin trámites! Responde YA.
ham	Hermano ya voy para allá, espérame.
spam	Scotiabank: Tu tarjeta fue usada en Bogotá. Si no fuiste tú, cancela en: scotiabank-fraude.tk ahora.
spam	Eres el ganador del sorteo de Navidad. Premio: S/10,000 en efectivo. Confirma tu número enviando SÍ al 987001122.
spam	¡ATENCIÓN! Tu número fue seleccionado para recibir una tablet gratis. Solo paga envío S/20.
ham	Me aprobaron las vacaciones del 15 al 22. ¿Puedes cubrirme esos días?
ham	¿Cuál es la dirección exacta? No encuentro el lugar en el mapa.
ham	Jajaja eso estuvo gracioso, me muero.
spam	INTERBANK SEGURIDAD: ACTUALIZA TU TOKEN DIGITAL AHORA O PERDERÁS ACCESO. INGRESA: INTERBANK-TOKEN.COM
ham	Me recomendaron una serie en Netflix, se llama El juego del calamar. ¿La viste?
spam	Casino online con soles 50 gratis sin depósito. Juega tragamonedas y gana premios reales. casino-pe.com
spam	Invierte S/500 y recibe S/2,000 en 7 días. Sistema comprobado de trading con IA. WhatsApp: 987445566
spam	Chicas disponibles cerca de ti. Ver perfiles: encuentros-peru.xyz. Registro gratis por tiempo limitado.
spam	Interbank Seguridad: Actualiza tu token digital AHORA o perderás acceso. Ingresa: interbank-token.com
spam	CRÉDITO INMEDIATO aprobado para ti. S/1,000 en tu cuenta en 30 minutos. Solo necesitas tu DNI. Escríbenos ya.
spam	VACANTE: Community Manager. Sin experiencia. S/1,800 mensuales + bonos. Postula por WhatsApp: 945667788
ham	Acabo de ver tu historia. ¿Dónde queda ese restaurante? Se veía rico.
ham	Buenos días equipo, la reunión de hoy se pasa a las 4pm por zoom. Misma sala.
ham	La profesora canceló la clase de mañana. Avisa al resto del salón. Saludos.
ham	Recién me levanto, ¿qué me perdí?
ham	Jefa, voy a llegar 15 minutos tarde, el tráfico en la Javier Prado está fatal. Saludos.
ham	¿Alguien tiene entrada para el concierto de Daddy Yankee? Venden doble.
ham	Avísame cuando llegues, que te vaya bien.
spam	chicas disponibles cerca de ti. ver perfiles: encuentros-peru.xyz. registro gratis por tiempo limitado.
ham	¿Cuánto te debo del mercado? Dime para hacerte la transferencia hoy.
ham	Cortaron la luz en el barrio hasta las 3pm por mantenimiento. Avisa en casa.
ham	Amor, ¿confirmaste la reserva del restaurante para el sábado? Son 6 personas. Saludos.
ham	¿Cómo le fue en el colegio a Rodrigo? ¿Le fue bien en la evaluación?
spam	Reparamos celulares a domicilio. iPhone y Android. Garantía escrita. WhatsApp: 987334422
spam	Betano te regala S/100 para apostar gratis. Sin depósito mínimo. Regístrate: betano-bono.pe/gratis
ham	Oye, el agua se cortó en el edificio hasta las 6pm. Avisa a todos. Saludos.
spam	1xBet: Bono de bienvenida del 200% en tu primer depósito. Hasta S/500 gratis. Entra ya: 1xbet-peru.net
ham	Mamá dice que vayas este fin de semana, hace tiempo no la visitas. Saludos.
spam	reniec: tu dni vence en 3 días. renuévalo online aquí: reniec-renovacion.xyz antes de que te multen.
ham	Recuerda que el miércoles es el cumple de tu abuela. No vayas a olvidar.
ham	Ya pedí el Rappi, llega en 30 minutos. ¿Quieres que te pida algo también? Saludos.
ham	Acabo de escuchar el nuevo álbum de Bad Bunny. Está buenazo, escúchalo.
ham	Ya puse la olla en el fuego. Llegas en media hora no? Para que esté listo.
spam	WhatsApp cerrará las cuentas inactivas. Reenvía a 10 contactos para mantener tu cuenta activa.
spam	OFERTA ESPECIAL: Préstamo de S/2,000 a pagar en 6 meses cómodas cuotas. Aplica ahora: prestamo-facil.pe
ham	Me aprobaron las vacaciones del 15 al 22. ¿Puedes cubrirme esos días? Saludos.
spam	TU CUENTA DE YAPE FUE COMPROMETIDA. BLOQUÉALA INGRESANDO TU PIN EN: YAPE-SEGURO.COM/BLOQUEAR
spam	URGENTE: Préstamos hasta S/5,000 SIN AVAL ni fiador. Depósito en 15 minutos. WhatsApp: 998877665. Cualquier historial crediticio.
spam	MOVISTAR: Ganaste 10GB de internet gratis. Activa tu regalo entrando a: movistar-regalo.xyz/activar ahora.
ham	¿A qué hora abre Wong los domingos? Quiero ir a comprar antes de que cierren. Saludos.
spam	¿Tu banco te rechazó? Nosotros sí te aprobamos. Préstamos desde S/500 hasta S/10,000. Responde QUIERO.
spam	Financiera Sol: Préstamos rápidos sin consultar Infocorp. Tasas bajas. Contáctanos: 945123789
ham	¿Sabes cuánto cuesta renovar el brevete en Lima? ¿Hay que sacar cita?
spam	TINKA DIGITAL: Tu número 3847291 fue seleccionado. Premio S/15,000. Reclama antes del viernes.
ham	Mamá dice que vayas este fin de semana, hace tiempo no la visitas.
ham	Me llegó mi tarjeta del banco. ¿Cómo la activo? No encuentro el instructivo.
ham	En el aeropuerto hay cola enorme en migraciones. Llega con 3 horas de anticipación.
spam	Recargas de gas a domicilio más barato. Lima y Callao. Llama ahora: 956445522
ham	Hermano me quedé sin plata, ¿puedes yapearme S/20 hasta el viernes? Saludos.
ham	Hermano me quedé sin plata, ¿puedes yapearme S/20 hasta el viernes?
ham	Mamá, hoy voy a llegar tarde. No me esperes para cenar, come sin mí. Saludos.
spam	Documentos rápidos: licencias, brevetes, certificados. Consulta sin compromiso: 945778800
ham	¿Cómo le fue en el colegio a Rodrigo? ¿Le fue bien en la evaluación? Saludos.
ham	Recuerda entregar el contrato firmado antes del mediodía. Gracias.
spam	OPORTUNIDAD: Proyecto de inversión en criptomonedas con retorno garantizado. Mínimo S/300. Info ya.
ham	Oye pasaste la práctica de cálculo? Yo no entendí nada de integrales. Saludos.
ham	Oye, ¿viste que mañana hay paro de transporte en Lima? Mejor trabaja desde casa.
spam	TRABAJO DESDE CASA. Gana S/1,500 semanales sin experiencia. Solo necesitas celular. Inscríbete: trabajo-casa.net
ham	El taxi de la app me cobra S/18 a Miraflores. ¿Te parece mucho?
ham	Oye, en Saga Falabella hay remate de ropa de temporada. Por si te interesa.
ham	Mi laptop se malogró, ¿dónde la mando a reparar que sea confiable en Lima?
spam	Accede a cursos universitarios gratis con certificado. Solo hoy. Regístrate: cursos-gratis.xyz
ham	Este finde hay Festival Metropolitano en el Parque de la Exposición. ¿Vamos?
spam	Movistar regala 5GB a quien comparta esta imagen antes de medianoche. ¡Apúrate! Solo hoy.
spam	EMPRESA INTERNACIONAL BUSCA REPRESENTANTES EN PERÚ. GANA EN DÓLARES DESDE TU CELULAR. INFO: 987221133
spam	URGENTE: Oportunidad única: Vende por Instagram y gana comisión del 40%. Sin inversión inicial. Info al 987556644
spam	Bitcoin duplicador: Envía 0.01 BTC y recibe 0.02 BTC en 24h. 100% garantizado. No pierdas esta oportunidad.
spam	VACANTE: COMMUNITY MANAGER. SIN EXPERIENCIA. S/1,800 MENSUALES + BONOS. POSTULA POR WHATSAPP: 945667788
ham	El micro 36 ya no pasa por Angamos. Tienes que tomar el 56 o el corredor.
ham	¿Dónde quieres reunirnos para estudiar? Puedo ir a la biblioteca de la uni.
spam	GANASTE un iPhone 15 Pro en nuestro sorteo. Envía tu DNI y dirección al 956123456 para coordinamos la entrega. ¡No pierdas tu premio !!
spam	BBVA: Detectamos actividad sospechosa. Confirma tu clave en: bbva-alerta.net para evitar el bloqueo.
spam	Reclutamos promotores online. Gana S/500 semanales compartiendo enlaces. Fácil y rápido. Escríbenos.
spam	Lotería Nacional: Tu serie ganó el segundo premio. Cobra en: loteria-nacional-pe.xyz con tu DNI.
ham	¿Tienes el número de RUC de la empresa? Lo necesito para la factura. Saludos.
spam	YAPE TE REGALA S/50 POR SER CLIENTE FIEL. HAZ CLIC EN EL ENLACE PARA ACTIVAR TU BONO: YAPE-BONO.NET/ACTIVAR
ham	Eso mero, tienes razón compadre.
spam	Rifa benéfica: Cartón S/5. Premio: auto Hyundai 0km. Sorteo en vivo por Facebook. Apoya la causa.
ham	Che, ¿conoces algún buen sitio para comer ceviche en Barranco no muy caro?
ham	Papá, ¿puedes recoger a mi hermana del colegio? Yo salgo tarde del trabajo. Saludos.
spam	Tenemos S/3,500 esperándote. Crédito aprobado en 10 minutos. WhatsApp al 987334455. ¡Sin trámites!
ham	¿Sabes si en el Ministerio atienden con cita previa o van directo a la cola?
spam	Viagra genérica S/5 la pastilla. Delivery discreto. Sin receta. Pide por WhatsApp: 987667788
ham	Mi abuela está en el hospital, cualquier cosa les aviso. Gracias por preguntar.
spam	URGENTE: Trabajo de digitador/a desde casa. S/3 por formulario llenado. Sin límite de formularios. Únete hoy.
ham	Por favor envíen el informe antes del jueves. El cliente lo necesita ese día. Saludos.
ham	Hay descuento en Plaza Vea hasta el domingo. 30% en electrodomésticos.
ham	Mañana hay simulacro de sismo a las 10am. No te asustes si escuchas la alarma.
ham	Bro, presta tu apunte de historia, mañana es el examen y no fui a clases. Saludos.
spam	INTERBANK SORTEA 3 AUTOS 0KM. TU NÚMERO FUE SELECCIONADO. RESPONDE CON TU NOMBRE COMPLETO Y DNI PARA PARTICIPAR.
ham	Amor, ¿confirmaste la reserva del restaurante para el sábado? Son 6 personas.
spam	Empresa internacional busca representantes en Perú. Gana en dólares desde tu celular. Info: 987221133
spam	bcp alerta: tu cuenta será bloqueada en 24h. verifica tus datos en: bcp-seguro.xyz/verificar urgente.
spam	Reniec: Tu DNI vence en 3 días. Renuévalo online aquí: reniec-renovacion.xyz antes de que te multen.
ham	El cliente confirmó la reunión para el martes a las 10am en sus oficinas.
ham	Ya deposité mi parte del alquiler. Avísame cuando lo veas en tu cuenta.
ham	Perfecto, nos vemos entonces el lunes.
spam	¿Necesitas dinero urgente? Te prestamos S/200 a S/3,000 hoy mismo. Sin burocracia. Llama: 956443322
ham	Ya deposité mi parte del alquiler. Avísame cuando lo veas en tu cuenta. Saludos.
spam	Venta de likes, seguidores y reproducciones reales. Paquetes desde S/20. WhatsApp: 945334411
ham	Me dieron de alta. Gracias por estar pendiente. Ya estoy en casa descansando.
spam	TRABAJO DESDE CASA. Gana soles 1,500 semanales sin experiencia. Solo necesitas celular. Inscríbete: trabajo-casa.net
ham	Recuerda que el miércoles es el cumple de tu abuela. No vayas a olvidar. Saludos.
